gene_id	transcript_id	swissprot_sseqid	swissprot_evalue	swissprot_bitscore	swissprot_title	uniref90_sseqid	uniref90_evalue	uniref90_bitscore	uniref90_title	pfam_ids	interpro_ids	GO_terms	signature_descriptions	interpro_descriptions
g3356	g3356.t1	-	-	-	-	UniRef90_A0AAE1TAM7	0	0	1	-	-	-	-	-
g3357	g3357.t1	sp|Q9LPS9|PRNL1_ARATH	53	3	13	UniRef90_A0AAE1TBR0	2	0	13	PF05726	IPR008778;IPR011051	-	Pirin C-terminal cupin domain;RmlC-like cupins	Pirin, C-terminal domain;RmlC-like cupin domain superfamily
g3358	g3358.t1	sp|Q9LPS9|PRNL1_ARATH	86	5	8	UniRef90_A0AAE1TBR0	3	0	1	PF02678;PF05726	IPR003829;IPR008778;IPR011051	-	Pirin;Pirin C-terminal cupin domain;RmlC-like cupins	Pirin, C-terminal domain;Pirin, N-terminal domain;RmlC-like cupin domain superfamily
g3359	g3359.t1	sp|Q9SZ11|GPDL3_ARATH	330	4	15	UniRef90_A0AAE1TB86	4	0	1	PF03009	IPR017946;IPR030395	GO:0006629(InterPro);GO:0008081(InterPro)	GP-PDE domain profile.;Glycerophosphoryl diester phosphodiesterase family;PLC-like phosphodiesterases	Glycerophosphodiester phosphodiesterase domain;PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily
g3360	g3360.t1	sp|Q8S397|NHX4_ARATH	138	2	14	UniRef90_A0AAE1MW74	4	0	1	PF00999	IPR006153	GO:0006812(InterPro);GO:0015297(InterPro);GO:0016020(InterPro);GO:0055085(InterPro);GO:1902600(InterPro)	Sodium/hydrogen exchanger, transmembrane	Cation/H+ exchanger, transmembrane domain
g3361	g3361.t1	sp|Q8W453|DIRL1_ARATH	39	1	32	UniRef90_A0AAE1MW83	2	0	1	PF14368	IPR016140;IPR036312	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin;Probable lipid transfer;aai_6	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain;Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
g3362	g3362.t1	sp|Q8W453|DIRL1_ARATH	42	1	32	UniRef90_A0AAE1MW79	0	0	1	PF14368	IPR016140;IPR036312	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin;Probable lipid transfer;aai_6	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain;Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
g3362	g3362.t2	sp|Q8W453|DIRL1_ARATH	42	1	32	UniRef90_A0AAE1MW79	0	0	1	PF14368	IPR016140;IPR036312	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin;Probable lipid transfer;aai_6	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain;Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
g3363	g3363.t1	sp|Q8W453|DIRL1_ARATH	55	2	1	UniRef90_UPI0010A426A3	33	1	1	PF00234	IPR016140;IPR036312	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin;Protease inhibitor/seed storage/LTP family	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain;Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
g3363	g3363.t2	-	-	-	-	UniRef90_UPI0010A426A3	40	1	1	PF14368	IPR016140;IPR036312	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin;Probable lipid transfer	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain;Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
g3364	g3364.t1	sp|Q8W453|DIRL1_ARATH	61	2	1	UniRef90_A0AAE1MW96	0	0	1	PF14368	IPR016140;IPR036312	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin;Probable lipid transfer;aai_6	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain;Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
g3365	g3365.t1	sp|Q08747|UAF30_YEAST	52	2	170	UniRef90_A0AAE1MW71	0	0	1	PF02201;PF08766	IPR003121;IPR014876;IPR019835;IPR036885	-	DEK C terminal domain;DEK C-terminal (DEK-C) domain profile.;SWIB/MDM2 domain;SWIB/MDM2 domain profile.;swib_2	DEK, C-terminal;SWIB domain;SWIB/MDM2 domain;SWIB/MDM2 domain superfamily
g3366	g3366.t1	sp|Q7G188|FIMB1_ARATH	186	4	1	UniRef90_A0AAE1MW82	1	0	1	PF00307	IPR001589;IPR001715;IPR011992;IPR036872	GO:0005515(InterPro)	Actinin-type actin-binding domain signature 2.;Calponin homology (CH) domain;Calponin homology (CH) domain profile.;Calponin-homology domain, CH-domain;EF-hand;ch_5	Actinin-type actin-binding domain, conserved site;CH domain superfamily;Calponin homology domain;EF-hand domain pair
g3367	g3367.t1	-	-	-	-	UniRef90_A0AAP0NMN9	15	0	1	PF14223	-	-	gag-polypeptide of LTR copia-type	-
g3368	g3368.t1	-	-	-	-	UniRef90_UPI002AAF1A03	18	0	1	PF24626	IPR056924	-	Tf2-1-like, SH3 domain	Tf2-1-like, SH3-like domain
g3369	g3369.t1	sp|F4K3G5|EDM2_ARATH	395	21	12	UniRef90_A0AAE1TAM9	3	0	1	PF12047;PF22908	IPR001965;IPR022702;IPR055198	-	Cytosine specific DNA methyltransferase replication foci domain;Histone-lysine N-methyltransferase NSD-like, PHD zinc finger;PHD_3	DNA (cytosine-5)-methyltransferase 1, replication foci domain;Histone-lysine N-methyltransferase NSD-like, PHD zinc finger;Zinc finger, PHD-type
g3370	g3370.t1	sp|Q8LB47|MGE2_ARATH	65	0	185	UniRef90_A0AAE1TBR6	2	0	1	PF01025	IPR000740;IPR009012	GO:0000774(InterPro);GO:0006457(InterPro);GO:0042803(InterPro);GO:0051087(InterPro)	GrpE;Head domain of nucleotide exchange factor GrpE	GrpE nucleotide exchange factor;GrpE nucleotide exchange factor, head
g3371	g3371.t1	sp|Q9LK40|NRPD2_ARATH	356	9	18	UniRef90_A0AAE1JTV9	89	0	1	PF00562;PF04560;PF04561;PF04563;PF04565;PF04566;PF04567	IPR007120;IPR007121;IPR007641;IPR007642;IPR007644;IPR007645;IPR007646;IPR007647	GO:0003677(InterPro);GO:0003899(InterPro);GO:0006351(InterPro)	RNA polymerase Rpb2, domain 2;RNA polymerase Rpb2, domain 3;RNA polymerase Rpb2, domain 4;RNA polymerase Rpb2, domain 5;RNA polymerase Rpb2, domain 6;RNA polymerase Rpb2, domain 7;RNA polymerase beta subunit;RNA polymerases beta chain signature.;beta and beta-prime subunits of DNA dependent RNA-polymerase	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain;RNA polymerase Rpb2, domain 2;RNA polymerase Rpb2, domain 3;RNA polymerase Rpb2, domain 4;RNA polymerase Rpb2, domain 5;RNA polymerase Rpb2, domain 7;RNA polymerase, beta subunit, conserved site;RNA polymerase, beta subunit, protrusion
g3372	g3372.t1	sp|Q9FFE0|RRAA2_ARATH	24	0	1	UniRef90_A0A6I9TGD8	10	0	1	PF03737	IPR005493;IPR036704	-	Aldolase/RraA;RraA-like	Ribonuclease E inhibitor RraA/RraA-like protein;Ribonuclease E inhibitor RraA/RraA-like superfamily
g3373	g3373.t1	sp|Q9SRI1|SC13A_ARATH	57	1	1	UniRef90_A0A0R0J154	15	0	1	PF00400	IPR001680;IPR036322	GO:0005515(InterPro)	Trp-Asp (WD) repeats circular profile.;Trp-Asp (WD) repeats profile.;WD domain, G-beta repeat;WD40 repeat-like;WD40_4	WD40 repeat;WD40-repeat-containing domain superfamily
g3374	g3374.t1	sp|Q9SXS8|ERF3_TOBAC	56	10	1	UniRef90_A0AAE1MW81	0	0	1	PF00847	IPR001471;IPR016177	GO:0003677(InterPro);GO:0003700(InterPro);GO:0006355(InterPro)	AP2 domain;AP2/ERF domain profile.;DNA-binding domain;rav1_2	AP2/ERF domain;DNA-binding domain superfamily
g3375	g3375.t1	-	-	-	-	UniRef90_A0AAE1MW99	0	0	1	-	-	-	-	-
g3376	g3376.t1	sp|Q9FJU9|E1313_ARATH	244	5	27	UniRef90_A0AAE1MW95	3	0	1	PF00332;PF07983	IPR000490;IPR012946;IPR017853	GO:0004553(InterPro);GO:0005975(InterPro)	(Trans)glycosidases;Glycosyl hydrolases family 17;Glycosyl hydrolases family 17 signature.;X8 domain;X8_cls	Glycoside hydrolase family 17;Glycoside hydrolase superfamily;X8 domain
g3377	g3377.t1	sp|Q9ZNW0|MOCS3_ARATH	129	4	9	UniRef90_A0AAE1MWB3	5	0	1	PF00581;PF00899	IPR000594;IPR001763;IPR035985	GO:0008641(InterPro)	Activating enzymes of the ubiquitin-like proteins;Rhodanese domain profile.;Rhodanese-like domain;ThiF family;rhod_4	Rhodanese-like domain;THIF-type NAD/FAD binding fold;Ubiquitin-activating enzyme-like
g3378	g3378.t1	sp|Q8RWE8|GGAP1_ARATH	117	5	1	UniRef90_A0AAE1MW89	1	0	1	-	-	-	-	-
g3379	g3379.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g3380	g3380.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g3381	g3381.t1	-	-	-	-	UniRef90_A0AAE1MWB0	0	0	1	PF05553	IPR008480	-	Cotton fibre expressed protein	Protein of unknown function DUF761, plant
g3382	g3382.t1	sp|A7MB47|CNOT9_BOVIN	82	1	44	UniRef90_A0AAE1MW80	0	0	1	PF04078	IPR007216;IPR016024	GO:0006402(InterPro);GO:0030014(InterPro)	ARM repeat;Cell differentiation family, Rcd1-like	Armadillo-type fold;CCR4-NOT transcription complex subunit 9
g3382	g3382.t2	-	-	-	-	UniRef90_A0AAE1MW94	1	0	1	-	-	-	-	-
g3383	g3383.t1	sp|Q8L7L1|SPHK1_ARATH	174	6	3	UniRef90_A0AAE1TAB4	0	0	1	PF00781;PF19279	IPR001206;IPR016064;IPR045540	GO:0016301(InterPro)	DAG-kinase catalytic (DAGKc) domain profile.;Diacylglycerol kinase catalytic domain;NAD kinase/diacylglycerol kinase-like;YegS C-terminal NAD kinase beta sandwich-like domain;dagk_c4a_7	Diacylglycerol kinase, catalytic domain;NAD kinase/diacylglycerol kinase-like domain superfamily;YegS/DAGK, C-terminal domain
g3383	g3383.t2	sp|Q8L7L1|SPHK1_ARATH	175	6	3	UniRef90_A0AAE1TAB4	0	0	1	PF00781;PF19279	IPR001206;IPR016064;IPR045540	GO:0016301(InterPro)	DAG-kinase catalytic (DAGKc) domain profile.;Diacylglycerol kinase catalytic domain;NAD kinase/diacylglycerol kinase-like;YegS C-terminal NAD kinase beta sandwich-like domain;dagk_c4a_7	Diacylglycerol kinase, catalytic domain;NAD kinase/diacylglycerol kinase-like domain superfamily;YegS/DAGK, C-terminal domain
g3384	g3384.t1	sp|D2WL32|GLGB3_ARATH	245	6	1	UniRef90_A0AAE1TBR9	4	0	1	PF00128;PF02806;PF02922	IPR004193;IPR006047;IPR006048;IPR014756;IPR017853	GO:0003824(InterPro);GO:0004553(InterPro);GO:0005975(InterPro);GO:0043169(InterPro)	(Trans)glycosidases;Alpha amylase, C-terminal all-beta domain;Alpha amylase, catalytic domain;Carbohydrate-binding module 48 (Isoamylase N-terminal domain);E set domains;Glycosyl hydrolase domain;aamy	Alpha-amylase/branching enzyme, C-terminal all beta;Glycoside hydrolase superfamily;Glycoside hydrolase, family 13, N-terminal;Glycosyl hydrolase family 13, catalytic domain;Immunoglobulin E-set
g3385	g3385.t1	sp|Q3T0G5|PLPHP_BOVIN	104	7	13	UniRef90_A0AAE1TBA2	2	0	1	PF01168	IPR001608;IPR029066	-	Alanine racemase, N-terminal domain;PLP-binding barrel	Alanine racemase, N-terminal;PLP-binding barrel
g3386	g3386.t1	sp|Q9FKH6|B561P_ARATH	182	10	52	UniRef90_A0AAE1MWA8	1	0	1	PF04526	IPR005018;IPR006593;IPR045265	-	561_7;Cytochrome b561 domain profile.;DOMON domain profile.;Protein of unknown function (DUF568)	AIR12, DOMON domain;Cytochrome b561/ferric reductase transmembrane;DOMON domain
g3387	g3387.t1	sp|D3ZTQ1|SFSWA_RAT	128	9	1	UniRef90_A0AAE1MWA7	27	0	1	PF01805;PF09750	IPR000061;IPR019147;IPR035967	GO:0003723(InterPro);GO:0006396(InterPro)	Alternative splicing regulator;DRY_EERY_2;SURP motif repeat profile.;Surp module;Surp module (SWAP domain);surpneu2	SWAP/Surp;SWAP/Surp superfamily;Suppressor of white apricot, N-terminal domain
g3387	g3387.t2	sp|Q3USH5|SFSWA_MOUSE	30	1	5	UniRef90_A0AAE1MWA7	25	0	5	PF01805	IPR000061;IPR035967	GO:0003723(InterPro);GO:0006396(InterPro)	SURP motif repeat profile.;Surp module;Surp module (SWAP domain);surpneu2	SWAP/Surp;SWAP/Surp superfamily
g3388	g3388.t1	-	-	-	-	UniRef90_UPI0010A3D950	19	3	1	-	-	-	-	-
g3389	g3389.t1	-	-	-	-	UniRef90_A0AAE1MWA0	1	0	4	-	-	-	-	-
g3390	g3390.t1	-	-	-	-	UniRef90_A0A699T6G5	30	1	6	PF00098	IPR001878;IPR036875	GO:0003676(InterPro);GO:0008270(InterPro)	Retrovirus zinc finger-like domains;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6	Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g3391	g3391.t1	sp|Q7LHG5|YI31B_YEAST	537	26	1045	UniRef90_UPI002AAFB967	385	24	5	PF00078;PF00665;PF03732;PF17917;PF17921	IPR000477;IPR001584;IPR005162;IPR012337;IPR041373;IPR041588;IPR043502	GO:0015074(InterPro)	DNA/RNA polymerases;Integrase catalytic domain profile.;Integrase core domain;Integrase zinc binding domain;RNase H-like domain found in reverse transcriptase;Retrotransposon gag protein;Reverse transcriptase (RNA-dependent DNA polymerase);Ribonuclease H-like	DNA/RNA polymerase superfamily;Integrase zinc-binding domain;Integrase, catalytic core;Retrotransposon gag domain;Reverse transcriptase domain;Reverse transcriptase, RNase H-like domain;Ribonuclease H-like superfamily
g3392	g3392.t1	-	-	-	-	UniRef90_A0A0B2STH4	194	6	7	PF00098;PF14223	IPR001878;IPR036875	GO:0003676(InterPro);GO:0008270(InterPro)	Retrovirus zinc finger-like domains;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6;gag-polypeptide of LTR copia-type	Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g3393	g3393.t1	sp|O65390|APA1_ARATH	140	2	1	UniRef90_A0AAE1MWC3	4	0	1	PF00026;PF03489;PF05184	IPR001969;IPR007856;IPR008138;IPR008139;IPR011001;IPR021109;IPR033121	GO:0004190(InterPro);GO:0006508(InterPro);GO:0006629(InterPro)	Acid proteases;Eukaryotic and viral aspartyl proteases active site.;Eukaryotic aspartyl protease;Peptidase family A1 domain profile.;Saposin;Saposin B type domain profile.;Saposin-like type B, region 1;Saposin-like type B, region 2	Aspartic peptidase domain superfamily;Aspartic peptidase, active site;Peptidase family A1 domain;Saposin B type domain;Saposin B type, region 2;Saposin-like;Saposin-like type B, region 1
g3394	g3394.t1	-	-	-	-	UniRef90_A0AAE1MW91	0	0	1	-	-	-	-	-
g3395	g3395.t1	sp|Q9LXM2|CAF1I_ARATH	36	3	5	UniRef90_A0AAE1IQ97	5	0	1	PF04857	IPR006941;IPR012337	-	CAF1 family ribonuclease;Ribonuclease H-like	Ribonuclease CAF1;Ribonuclease H-like superfamily
g3396	g3396.t1	-	-	-	-	UniRef90_A0AAE1MWA4	0	0	1	PF09597	IPR019083	-	IGR_2;Small ribosomal subunit protein mS41 SAM domain	Small ribosomal subunit protein mS41, SAM domain
g3397	g3397.t1	sp|F4HZG9|ICP55_ARATH	127	1	49	UniRef90_A0AAE1TAB7	0	0	1	PF00557;PF05195	IPR000994;IPR007865;IPR029149;IPR036005	GO:0030145(InterPro);GO:0070006(InterPro)	AMP_N_2;Aminopeptidase P, N-terminal domain;Creatinase/aminopeptidase;Creatinase/prolidase N-terminal domain;Metallopeptidase family M24	Aminopeptidase P, N-terminal;Creatinase/Aminopeptidase P/Spt16, N-terminal;Creatinase/aminopeptidase-like;Peptidase M24
g3398	g3398.t1	sp|Q8H107|ODO2B_ARATH	159	4	1	UniRef90_A0AAE1TAP0	1	0	1	PF00198;PF00364	IPR000089;IPR001078;IPR003016;IPR011053	GO:0016746(InterPro)	2-oxo acid dehydrogenases acyltransferase component lipoyl binding site.;2-oxoacid dehydrogenases acyltransferase (catalytic domain);Biotin-requiring enzyme;Biotinyl/lipoyl domain profile.;CoA-dependent acyltransferases;Single hybrid motif	2-oxo acid dehydrogenase, lipoyl-binding site;2-oxoacid dehydrogenase acyltransferase, catalytic domain;Biotin/lipoyl attachment;Single hybrid motif
g3399	g3399.t1	-	-	-	-	UniRef90_A0AAE1TBS5	0	0	1	-	-	-	-	-
g3400	g3400.t1	sp|P69735|RB3GP_RAT	180	11	230	UniRef90_A0AAE1TC03	0	0	1	PF13890	IPR026147	-	Rab3 GTPase-activating protein catalytic subunit	Rab3GAP catalytic subunit, conserved domain
g3401	g3401.t1	-	-	-	-	UniRef90_A0AAE1N7W7	141	1	2	PF13359	IPR027806	-	DDE superfamily endonuclease	Harbinger transposase-derived nuclease domain
g3402	g3402.t1	-	-	-	-	UniRef90_UPI0010A2AB94	27	0	38	PF01535;PF13041	IPR002885	-	PPR repeat;PPR repeat family;Pentatricopeptide (PPR) repeat profile.	Pentatricopeptide repeat
g3403	g3403.t1	-	-	-	-	UniRef90_A0AAE1MWA2	0	0	1	-	IPR013087	-	Zinc finger C2H2 type domain profile.;Zinc finger C2H2 type domain signature.	Zinc finger C2H2-type
g3404	g3404.t1	sp|Q8S9L5|TIG_ARATH	200	5	1	UniRef90_A0AAE1MWB7	6	1	1	PF05697;PF05698	IPR008880;IPR008881;IPR027304;IPR036611	GO:0006457(InterPro);GO:0015031(InterPro)	Bacterial trigger factor protein (TF);Bacterial trigger factor protein (TF) C-terminus;FKBP-like;Triger factor/SurA peptide-binding domain-like;Trigger factor ribosome-binding domain	Trigger factor ribosome-binding domain superfamily;Trigger factor, C-terminal;Trigger factor, ribosome-binding, bacterial;Trigger factor/SurA domain superfamily
g3405	g3405.t1	sp|Q9SZ15|LIP5_ARATH	152	11	1	UniRef90_A0AAE1MWD5	10	0	1	PF04652;PF18097	IPR039431;IPR041212	-	Vta1 C-terminal domain;Vta1 like	Vta1, C-terminal;Vta1/callose synthase, N-terminal
g3406	g3406.t1	sp|Q9FLN8|IAMT1_ARATH	99	2	1	UniRef90_A0AAE1MWA6	0	0	1	PF03492	IPR005299;IPR029063	GO:0008168(InterPro)	S-adenosyl-L-methionine-dependent methyltransferases;SAM dependent carboxyl methyltransferase	S-adenosyl-L-methionine-dependent methyltransferase superfamily;SAM dependent carboxyl methyltransferase
g3407	g3407.t1	sp|Q2V0Z5|MIS12_ARATH	127	5	1	UniRef90_A0AAE1MWB1	0	0	1	PF05859	IPR008685	GO:0000278(InterPro);GO:0000775(InterPro);GO:0005634(InterPro)	Mis12 protein	Centromere protein Mis12
g3408	g3408.t1	sp|Q4F883|SG101_ARATH	270	21	19	UniRef90_A0AAE1MWD3	14	2	1	PF01764;PF18117	IPR002921;IPR029058;IPR041266	GO:0006629(InterPro)	Enhanced disease susceptibility 1 protein EP domain;Lipase (class 3);alpha/beta-Hydrolases	Alpha/Beta hydrolase fold;EDS1, EP domain;Fungal lipase-type domain
g3409	g3409.t1	sp|Q9FMC5|VP602_ARATH	39	1	1	UniRef90_I1LCK4	21	0	1	PF03357	IPR005024	GO:0007034(InterPro)	Snf7	Snf7 family
g3410	g3410.t1	sp|Q65XS5|BC10_ORYSJ	145	11	65	UniRef90_A0AAE1MYC1	3	0	1	PF02485	IPR003406	GO:0016020(InterPro);GO:0016757(InterPro)	Core-2/I-Branching enzyme	Glycosyl transferase, family 14
g3411	g3411.t1	sp|Q2V3H0|PP322_ARATH	95	1	70	UniRef90_A0AAE1TAC2	4	0	1	-	-	-	-	-
g3411	g3411.t2	sp|Q2V3H0|PP322_ARATH	95	1	78	UniRef90_A0AAE1TAC2	4	0	11	-	-	-	-	-
g3412	g3412.t1	sp|Q4F883|SG101_ARATH	258	20	19	UniRef90_A0AAE1MWA5	0	1	1	PF01764;PF18117	IPR002921;IPR029058;IPR041266	GO:0006629(InterPro)	Enhanced disease susceptibility 1 protein EP domain;Lipase (class 3);alpha/beta-Hydrolases	Alpha/Beta hydrolase fold;EDS1, EP domain;Fungal lipase-type domain
g3413	g3413.t1	sp|Q4F883|SG101_ARATH	227	14	81	UniRef90_A0AAE1MWA9	1	0	1	PF01764;PF18117	IPR002921;IPR029058;IPR041266	GO:0006629(InterPro)	Enhanced disease susceptibility 1 protein EP domain;Lipase (class 3);alpha/beta-Hydrolases	Alpha/Beta hydrolase fold;EDS1, EP domain;Fungal lipase-type domain
g3414	g3414.t1	sp|Q4F883|SG101_ARATH	255	21	19	UniRef90_A0AAE1MWC9	1	0	1	PF01764;PF18117	IPR002921;IPR029058;IPR041266	GO:0006629(InterPro)	Enhanced disease susceptibility 1 protein EP domain;Lipase (class 3);alpha/beta-Hydrolases	Alpha/Beta hydrolase fold;EDS1, EP domain;Fungal lipase-type domain
g3415	g3415.t1	sp|Q9FIA1|GDL87_ARATH	156	5	33	UniRef90_A0AAE1MWE4	10	1	1	PF00657	IPR001087	GO:0016788(InterPro)	GDSL-like Lipase/Acylhydrolase;SGNH hydrolase	GDSL lipase/esterase
g3416	g3416.t1	sp|Q3E9F0|PP392_ARATH	96	2	1	UniRef90_A0AAE1MWB2	0	0	1	PF12854;PF13041	IPR002885	-	HCP-like;PPR repeat;PPR repeat family;Pentatricopeptide (PPR) repeat profile.	Pentatricopeptide repeat
g3417	g3417.t1	sp|O80883|MB101_ARATH	29	2	25	UniRef90_A0AAE1MWC1	14	1	1	PF00249	IPR001005;IPR009057;IPR017930	-	Homeodomain-like;Myb-like DNA-binding domain;Myb-like domain profile.;Myb-type HTH DNA-binding domain profile.;sant	Homedomain-like superfamily;Myb domain;SANT/Myb domain
g3418	g3418.t1	-	-	-	-	UniRef90_A0AAE1TH31	166	4	141	PF20167	IPR046796	-	Putative plant transposon protein	Putative plant transposon protein domain
g3419	g3419.t1	sp|Q39547|CUCM1_CUCME	303	12	12	UniRef90_A0AAE1TAP8	2	0	1	PF00082;PF05922;PF17766	IPR000209;IPR010259;IPR022398;IPR023828;IPR036852;IPR041469	GO:0004252(InterPro);GO:0006508(InterPro);GO:0008236(InterPro)	Fibronectin type-III domain;Peptidase inhibitor I9;Serine proteases, subtilase domain profile.;Serine proteases, subtilase family, histidine active site.;Serine proteases, subtilase family, serine active site.;Subtilase family;Subtilisin-like	Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin, His-active site;Peptidase S8, subtilisin, Ser-active site;Peptidase S8/S53 domain;Peptidase S8/S53 domain superfamily;Subtilisin-like protease, fibronectin type-III domain
g3420	g3420.t1	-	-	-	-	UniRef90_UPI002AB10953	58	5	147	-	IPR001878	GO:0003676(InterPro);GO:0008270(InterPro)	Zinc finger CCHC-type profile.	Zinc finger, CCHC-type
g3421	g3421.t1	sp|Q94HW2|POLR1_ARATH	140	1	9	UniRef90_A0AAE1JV86	17	0	11	-	-	-	-	-
g3422	g3422.t1	sp|Q9LKA1|S407_ARATH	17	0	163	UniRef90_A0AAE1TBU2	0	0	1	PF04520	IPR007608	-	Senescence regulator	Senescence regulator S40
g3423	g3423.t1	sp|Q94HW2|POLR1_ARATH	289	3	1	UniRef90_A0A151SK19	156	1	1	PF07727	IPR013103;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase)	DNA/RNA polymerase superfamily;Reverse transcriptase, RNA-dependent DNA polymerase
g3424	g3424.t1	sp|Q67XL4|Y3544_ARATH	88	1	149	UniRef90_A0AAE1TC13	0	0	1	PF01985	IPR001890;IPR035920	GO:0003723(InterPro)	CRM domain profile.;CRS1 / YhbY (CRM) domain;CRS1_YhbY_2;YhbY-like	RNA-binding, CRM domain;YhbY-like superfamily
g3425	g3425.t1	sp|Q36450|NDUS2_NICSY	15	1	1	UniRef90_R4IUK7	15	1	1	PF00346	IPR001135;IPR029014	GO:0016651(InterPro);GO:0048038(InterPro);GO:0051287(InterPro)	HydB/Nqo4-like;Respiratory-chain NADH dehydrogenase, 49 Kd subunit	NADH-quinone oxidoreductase, subunit D;[NiFe]-hydrogenase, large subunit
g3426	g3426.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g3427	g3427.t1	sp|O00370|LORF2_HUMAN	237	7	47	UniRef90_A0AAE1JPP2	133	3	2	PF00078	IPR000477;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase);Reverse transcriptase (RT) catalytic domain profile.	DNA/RNA polymerase superfamily;Reverse transcriptase domain
g3428	g3428.t1	sp|Q9AVK4|SCR_PEA	171	16	70	UniRef90_A0AAE1TBC3	1	1	1	PF03514	IPR005202	-	GRAS domain family;GRAS family profile.	Transcription factor GRAS
